,ID,Timestamp,Tweet URL,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Tweet,Reasoning,Tweet Type,Date posted,Content type,Likes,Replies,Retweets,Quote Tweets,Satire,z_score
33,58-34,28/03/2023 07:23:22,https://twitter.com/allain_z/status/1161110067346694145,rally komunista npa since:2016-01-01 until:2021-12-31,@allain_z,allain cervantes,chemistry-mathematics-travels-cuisine,Identified,2011-09-01,1072,747,"@teddycasino sila nakikibaka para sa demokrasya, kayong miyembro ng CPP NPA NDF nangguguyo para sa komunista. sila masisipag kayong mga NPA mga tamad. Hintay lang sa kita sa rally at rev tax. pag hindi binigyan mamamatay tao at manununog ng hindi niyo ari-arian. masaya ka na ba? hahaha...","The claim that Teddy Casino is a member of CPP NPA NDF has no basis

The claim that activists do not bring any good has no basis. In 2017, activists marched and rallied for free tuition for state universities and colleges, which led to the president signing the Universal Access to Quality Tertiary Education Act.

- https://newsinfo.inquirer.net/896276/student-groups-march-for-free-tuition-for-all
- https://www.philstar.com/headlines/2017/08/04/1725026/free-tuition-law-victory-present-future-generations","Text, Reply",2019-08-13 09:59:00,Emotional,4,0,0,0,False,0.23902950931259934
34,58-35,28/03/2023 07:23:22,https://twitter.com/livmunar1/status/1062442795992997888,rally komunista npa since:2016-01-01 until:2021-12-31,@livmunar1,Livmunar,None,Anonymous,2015-10-01,381,177,"@mresuello47 @raissawriter @ramonbautista Asus amnesia agad ? Tsk tsk tsk 
 Wag mo na kami utuin sa kabalastugan ng dilaw o ikaw namagdrama alam ng lahat kong ano ginagawa ngdilaw npa komunista tulad nyo .rally rally hikayat ng kabataan wala nman alam basta magkapera sinasama . Asus dyan kayo magaling manloko ng tao","The claim that activists are ""dilaw"" or supporters of the Aquinos and are linked to NPA and communists has no basis.

The claim that rallies are formed by looking for civilians to pay for their participation has no basis.","Text, Reply",2018-11-14 04:31:00,Emotional,0,1,0,0,False,-0.35025140344172717
35,58-36,28/03/2023 07:23:22,https://twitter.com/biritqueen_1765/status/1050813908833853440,rally komunista npa since:2016-01-01 until:2021-12-31,@biritqueen_1765,Gloria,None,Anonymous,2011-09-01,322,187,"@inquirerdotnet @GabrielLaluINQ MAHILIG SA RALLY, REBELDE! NPA! KOMUNISTA! TERORISTA!","The claim that activists or civilians who participate in rallies are related to NPA, communists, terrorists or murderers has no basis","Text, Reply",2018-10-13 01:22:00,Emotional,0,0,0,0,False,-0.35025140344172717
36,58-37,28/03/2023 07:37:34,https://twitter.com/gigaigurlmd/status/1551411459648806912,rally aktibista salot since:2016-01-01 until:2022-12-31,@gigaigurlmd,Giga Basilio Igurashi🩺,I say what you don't want to hear. You get offended. I just YAWN.🥱 I don't cast pearls before pigs.,Identified,2020-02-01,690,754,@smninews Ang kapal ng mukha ng mga yan. Pinapag-aral ng libre sa state universities pero puro rally ang inaatupag at pagiging aktibista para sa makakaliwang grupo na legal front ng teroristang CPP-NPA-NDF. Tapos kung mag demand kayo wagas?!? Mga salot kayo at pabigat sa lipunan.😠👎,The claim that activists that come from state universities are participating in rallies for communists and members of NPA has no basis,"Text, Reply",2022-07-25 10:38:00,Emotional,2,0,0,0,False,-0.05561094706456391
38,58-39,28/03/2023 07:37:34,https://twitter.com/KabagMan/status/1413346168646496260,rally aktibista salot since:2016-01-01 until:2022-12-31,@KabagMan,KabagMan,None,Anonymous,2017-10-01,29,66,"@Aquared29 @heartofemmaus Tigil tigilan nyo kadramahan nyo, mga aktibista salot ng Bayan, mga bayaran 1,000 kada isang araw s rally free food 😂, tatamad naman, yan b ang anak ng Bayan, katamaran ang pinaiiral ubos ng reklamo 😂","The claim that civilians are paid 1000 pesos, or any amount at all, in order to participate in rallies has no basis","Text, Reply",2021-07-09 10:55:00,Emotional,0,0,0,0,False,-0.35025140344172717
39,58-40,28/03/2023 07:37:34,https://twitter.com/LloydReyes19/status/1376773260847632386,rally aktibista salot since:2016-01-01 until:2022-12-31,@LloydReyes19,Lloyd Reyes,None,Identified,2017-10-01,61,1,"@ABSCBNNews O mga Salot na Dilawan, NPA, bayarang aktibista, tama na muna ang rally. Pila na! HAHAHAHA",The claim that activists are paid in order to participate in rallies has no basis,"Text, Reply",2021-03-30 12:48:00,Emotional,0,0,0,0,False,-0.35025140344172717
40,58-41,28/03/2023 07:37:34,https://twitter.com/dypianco/status/1338681618827907072,rally aktibista salot since:2016-01-01 until:2022-12-31,@dypianco,ginebra ako,None,Anonymous,2020-04-01,23,1,@fdposa HANGGAT MY AKTIBISTANG NANGGUGULO DTO SA PILIPINAS AT RALLY NG RALLY DI MATATAPOS ANG COVID......MGA SALOT NA AKTIBISTA LANG NMN ANG NAGPAPAGULO DTO SA PILIPINAS.......AT MGA WALANG KWENTANG TERRORISTANG NPA.......,The claim that activists are the cause for prolonging the pandemic is misleading and has no basis. ,"Text, Reply",2020-12-15 11:05:00,Emotional,1,0,0,0,False,-0.20293117525314552
41,58-42,28/03/2023 07:37:34,https://twitter.com/MarC012378/status/1317712387198210048,rally aktibista salot since:2016-01-01 until:2022-12-31,@MarC012378,Marl,Basketball Government & Politics Music Music & Entertainment Sports Weather News,Identified,2017-09-01,260,399,@pinoyanghang tulo laway mga yan gusto nila ganun din sila karami. sa thailand kahit uhuging bata nakikisimpatya sa rally nila... dito kahit uhuging bata alam na mga bobo ang mga dilawan at ang mga aktibista rallyista ay mga salot sa lipunan. 👊👊👊,"The claim that activists do not bring any good has no basis. In 2017, activists marched and rallied for free tuition for state universities and colleges, which led to the president signing the Universal Access to Quality Tertiary Education Act.

- https://newsinfo.inquirer.net/896276/student-groups-march-for-free-tuition-for-all
- https://www.philstar.com/headlines/2017/08/04/1725026/free-tuition-law-victory-present-future-generations","Text, Reply",2020-10-18 13:21:00,Emotional,1,0,0,0,False,-0.20293117525314552
42,58-43,28/03/2023 07:37:34,https://twitter.com/chizwizz08/status/1317419338824036352,rally aktibista salot since:2016-01-01 until:2022-12-31,@chizwizz08,chiz,Entertainment,Identified,2016-09-01,375,34,"@LiwacsaBoy @zykeezekiel @iamkarendavila walang kwentang presipyo ang pagiging aktibista simula pa sa panahon ni marcos wla nman napala mga aktibista salot na salot panay rally abala sa mga tao at sa trapik pinag lalaban wala sa katwiran..
may panawagan ba ang aktibista na sinunod ng gobyerno? wla nman diba?","The claim that activistsm does not bring any results is inaccurate. It was specifically protests and activism which kicked late dictator Ferdinand Marcos Sr. out of power through the People Power Revolution. 

In 2017, activists marched and rallied for free tuition for state universities and colleges, which led to the president signing the Universal Access to Quality Tertiary Education Act.

- https://newsinfo.inquirer.net/896276/student-groups-march-for-free-tuition-for-all
- https://www.philstar.com/headlines/2017/08/04/1725026/free-tuition-law-victory-present-future-generations","Text, Reply",2020-10-17 17:57:00,Emotional,0,0,0,0,False,-0.35025140344172717
43,58-44,28/03/2023 07:37:34,https://twitter.com/Mrkbryceee/status/1288289874567499777,rally aktibista salot since:2016-01-01 until:2022-12-31,@Mrkbryceee,Brysue,5'9 🇵🇭 / 🏀,Identified,2018-01-01,108,45,@AtsumuHoon @JaegerjaquezGr1 @Mayezz_ @PaoloBenjamin_ pwde nman mag reklamo pero required ba tlga mag rally sa ganitong sitwasyon? DDS nanaman reason at palusot nyo sabagay dinyo gusto ma supalpal sa katotohanan sabagay unti unti nakayong babagsak mga bayaran  na aktibista at dilawan! salot sa pag unlad! TAHOL MGA TUTA NG DILAW!!,The claim that activists are paid to join rallies has no basis,"Text, Reply",2020-07-29 08:46:00,Emotional,0,0,0,0,False,-0.35025140344172717
44,58-45,28/03/2023 07:37:34,https://twitter.com/MarC012378/status/1271915571064434688,rally aktibista salot since:2016-01-01 until:2022-12-31,@MarC012378,Marl,Basketball Government & Politics Music Music & Entertainment Sports Weather News,Identified,2017-09-01,260,399,@cnnphilippines @gergcahiles oh come on 😱  hindi taga riyan mga yan. kadamay na naman yan o mga salot sa lipunan na NPA na nagbabalatkayong aktibista. hindi nga pinapakita mukha eh. pag pirmado na yung batas... makakatulog na ng maayos ang naiistorbo sa kalokohan nilang rally rally na yan,"There is no basis linking Kadamay to the NPA but rather, they are a leftist group advocating for living wage and protection for informal workers.
-
https://newsinfo.inquirer.net/1047707/breakaway-kadamay-group-tags-ex-colleagues-as-rebels","Text, Reply",2020-06-14 04:21:00,Emotional,0,0,0,0,False,-0.35025140344172717
45,58-46,28/03/2023 07:37:34,https://twitter.com/MarC012378/status/1160750974882861056,rally aktibista salot since:2016-01-01 until:2022-12-31,@MarC012378,Marl,Basketball Government & Politics Music Music & Entertainment Sports Weather News,Identified,2017-09-01,260,399,@AnakbayanUST well isa pa lang kulangot ang mga ito sa panahon ni marcos... hindi nila matanggap na ang edsa ay lakad lamang ni enrile at sumama si ramos... ang mga aktibista at mga dilawan ay nakisawsaw lang. kay estrada naman nakirally sila pero pag upo ni gma rally pa ren sila... mga salot,"While it is true that Enrile plotted a coup against Marcos, the plan foiled after being found out a day before. Thus, it has no basis that the whole EDSA Revolution was planned by Enrile and Ramos alone.

https://newsinfo.inquirer.net/768673/edsa-30-personalities-whos-who-people-power-revolution","Text, Reply",2019-08-12 10:12:00,Emotional,5,0,1,0,False,0.38634973750118096
46,58-47,28/03/2023 07:37:34,https://twitter.com/Ilusorio06Maria/status/938721143099244544,rally aktibista salot since:2016-01-01 until:2022-12-31,@Ilusorio06Maria,Mary Joy Ellar Ilusorio🍎🍨🍹,Must be productive and never give up. fighting 💪💪💪,Identified,2017-11-01,7,5,#TVPatrol my goodness hindi ko alam kong magkano binabayad sa mga aktibista na yan para pagaksayahan nila ng panahon ang pagra-rally. Bukod sa nakakaistorbo sila nagiging salot na rin sila sa lipunan. Rally sila ng rally wala naman ng yayare. Wala naman sila na re-resolba😈😈,The claim that activists are paid in order to participate in rallies has no basis,Text,2017-12-07 18:45:00,Emotional,1,1,0,0,False,-0.20293117525314552
47,58-48,28/03/2023 07:37:35,https://twitter.com/tonyocruz/status/873575388135407616,rally aktibista salot since:2016-01-01 until:2022-12-31,@tonyocruz,Tonyo Cruz,Filipino 🇵🇭 @manilabulletin columnist,Identified,2007-04-01,1653,32928,"Rally na naman! Mga aktibista, walang mabuting nadudulot! Mga salot! https://t.co/uLta399xPS","The claim that activists do not bring any good has no basis. In 2017, activists marched and rallied for free tuition for state universities and colleges, which led to the president signing the Universal Access to Quality Tertiary Education Act.

- https://newsinfo.inquirer.net/896276/student-groups-march-for-free-tuition-for-all
- https://www.philstar.com/headlines/2017/08/04/1725026/free-tuition-law-victory-present-future-generations","Text, Reply",2017-06-10 23:19:00,Emotional,2,0,0,0,True,-0.05561094706456391
48,58-49,30/03/2023 16:03:39,https://twitter.com/Jojo_NM0213/status/1594647811857027073,rally komunista since:2016-01-01 until:2022-12-31,@Jojo_NM0213,Juan Bulakbol,"Pinoy, Taas noo kahit kanino...",Anonymous,2013-02-01,15,3,"@cnnphilippines @crissydimatulac 200 bayad sa kanila para sumama sa rally,...
500 budget...
300 kupit ng organizer
🤣🤣🤣🤣🤣
Tatak komunista",The claims 1.) that activists are paid to join rallies and 2.) are communists have no basis,"Text, Reply",2022-11-21 19:11:00,Rational,0,0,0,0,False,-0.35025140344172717
49,58-50,30/03/2023 16:03:39,https://twitter.com/ReySingcoy/status/1582510897922076672,rally komunista since:2016-01-01 until:2022-12-31,@ReySingcoy,Zombie Mode,None,Anonymous,2020-02-01,498,476,@atomaraullo Kasi naman yung nanay mo may mga photo at video naglabasan na kasama mga komunista. Sumasama pa sa mga rally. Ikundena nyo mga NPA. Para di kayo pagdudahan.,"The claim that Araullo's mom is a communist for joining rallies is misleading and has no basis. Instead, she was an activist against the late dictator Ferdinand Marcos Sr during Martial Law.

https://interaksyon.philstar.com/trends-spotlights/2022/10/20/232036/atom-araullo-calls-out-disinformation-vs-mom/","Text, Reply",2022-10-19 07:10:00,Emotional,4,0,0,0,False,0.23902950931259934
50,58-51,30/03/2023 16:03:39,https://twitter.com/TALO_si_LENI/status/1577883793847119872,rally komunista since:2016-01-01 until:2022-12-31,@TALO_si_LENI,I'm PRO Govt. NO to PUPPETS of NPA & AQUINOS,"I am a filipino. I HONOR GOD, LOVE MY FAMILY, FELLOW FILIPINOS & MY COUNTRY.  NO TO KAKAMPWETS na DILAW,  NO to NPA Terrorist. #TaloSiLeni 😛 TALO si LENI?😂😅",Anonymous,2012-01-01,91,111,"PAG HINDI BUMENTA ANG SACRIFICIAL LAMB NA SI LAPID SA MGA TAO, BAKA PLAN B NG DILAWAN AT TERRORIST NPA AY BOMBAHAN AT PAG BARILIN MGA TAO SA  RALLY NG MGA KASAMAHAN NILA, AT OF KORS I BINTANG SA GOBYERNO.  DESPERADO NA MGA DILAW AT KOMUNISTA😂😀🤪😅✌️✌️✌️✌️✌️ https://t.co/Rmy2HIYuuX","The claim that supporters of the Aquinos or ""dilawans"" are associated with communists to conspire a bombing is misleading and has no basis","Text, Image",2022-10-06 12:10:00,Emotional,1,0,0,0,False,-0.20293117525314552
51,58-52,30/03/2023 17:03:13,https://twitter.com/fly1ngstar/status/1604390361409159169,aktibista npa since:2016-01-01 until:2022-12-31,@fly1ngstar,rose,None,Anonymous,2021-01-01,55,493,@altermidya @phkule Salamat Lord NATIGOK na si ka JOMA lumason at sumira sa future mga students narecruit nging AKTIBISTA turn NPA! Wala isa na LPshit naligtas bagkos ddma lumala at bastos wla respeto dumami na sila until nging REBELBE p! Kung tunay na LOVE ka JOMA mga pilipino sya mismo magligtas!,The claim that activists end up as NPA members is misleading and has no basis,"Text, Reply",2022-12-18 16:12:00,Emotional,0,0,0,0,False,-0.35025140344172717
52,58-53,30/03/2023 17:03:13,https://twitter.com/fly1ngstar/status/1604343128927764481,aktibista npa since:2016-01-01 until:2022-12-31,@fly1ngstar,rose,None,Anonymous,2021-01-01,55,493,@tonyocruz @rapplerdotcom TONTO utak ka JOMA! Isa ka sa mga pisti dpat TIRISIN un KUTO sa utak mo wala LOVE sa kpwa at pilipinas! Hangad lng bulok ang pilipinas at mahirap mga tao! Ayaw nyo gumanda ang pilipinas! Mabuti NATIGOK ka JOMA sumira sa future mga students narecruit nging AKTIBISTA 2rn NPA! 🙏👏,The claim that activists end up as NPA members is misleading and has no basis,"Text, Reply",2022-12-18 13:12:00,Emotional,4,0,0,0,False,0.23902950931259934
53,58-54,30/03/2023 17:03:13,https://twitter.com/fly1ngstar/status/1604148236931190786,aktibista npa since:2016-01-01 until:2022-12-31,@fly1ngstar,rose,None,Anonymous,2021-01-01,55,493,@teddycasino Salamat NATIGOK un sumira sa future mga students narecruit nging AKTIBISTA turn NPA! Salamat nasa impyierno na sya! HILING ko ikaw na next para mawala na magpahirap mga nauuto nyo! RIP Teddy 👏👏🙏,The claim that activists end up as NPA members is misleading and has no basis,"Text, Reply",2022-12-18 00:12:00,Emotional,7,0,0,0,False,0.6809901938783441
54,58-55,30/03/2023 17:03:13,https://twitter.com/fly1ngstar/status/1604119036178362369,aktibista npa since:2016-01-01 until:2022-12-31,@fly1ngstar,rose,None,Anonymous,2021-01-01,55,493,@ABManhattan NAGAGALAK at NAGDIWANG mga pilipino sa PAGKATIGOK ni ka JOMA! Nawala salot na PUMATAY sa FUTURE mga students NARECRUIT nging AKTIBISTA turn NPA! Wala kau ingay namatay na lng sila sa TINDIG at TUMINDIG kpwa pilipino db! Hapi kami na kinuha sya ni KAMATAYAN sa IMPYIERNO HANTUNGAN https://t.co/mWtwKJf5sB,"Image contained in the tweet show photos of leftist/progressive organizations, partylists, and activists linking them to NPA. This claim is misleading and has no basis. ","Text, Reply, Image",2022-12-17 22:12:00,Emotional,0,0,0,0,False,-0.35025140344172717
55,58-56,30/03/2023 17:03:14,https://twitter.com/AJAYRIAH66/status/1603241832359809025,aktibista npa since:2016-01-01 until:2022-12-31,@AJAYRIAH66,ako mandirigma hmp,maginoo medyo bastos,Anonymous,2021-09-01,1245,1292,@miamihart Aktibista s una katapusan NPA n sayang ang pinag-aralan. 😎,The claim that activists end up as NPA members is misleading and has no basis,"Text, Reply",2022-12-15 12:12:00,Emotional,2,0,1,0,False,-0.05561094706456391
56,58-57,30/03/2023 17:03:14,https://twitter.com/MarC012378/status/1603183075969888256,aktibista npa since:2016-01-01 until:2022-12-31,@MarC012378,Marl,Basketball Government & Politics Music Music & Entertainment Sports Weather News,Identified,2017-09-01,262,399,@Benj2point0 @atomaraullo Basta anak ng mga aktibista reklamador din. Feeling nila ang solusyon sa problema eh magreklamo. Kaya dapat inuubos ang mga yan e... kung hindi nagiging NPA nagiging pabigat sa kakareklamo.,The claim that children of activists end up as NPA members has no basis,"Text, Reply",2022-12-15 08:12:00,Rational,0,0,0,0,False,-0.35025140344172717
57,58-58,30/03/2023 17:03:14,https://twitter.com/fly1ngstar/status/1601893003286962176,aktibista npa since:2016-01-01 until:2022-12-31,@fly1ngstar,rose,None,Anonymous,2021-01-01,55,493,@inquirerdotnet Mag #kultoLP ang ingay nila! My power b mga U na makulong si PQ! Hntyin kung kaya b nila HIMASUKAN ang batas ng Pilipinas! Pero tunay na sumira sa future mga students narecruit nging AKTIBISTA turn NPA at REBELBE Hapi lng buhay sa Netherlands ka JOMA yn dpat ibitay mga bnyga! 😏,The claim that activists end up as NPA members is misleading and has no basis,"Text, Reply",2022-12-11 18:12:00,Emotional,0,0,0,0,False,-0.35025140344172717
58,58-59,30/03/2023 17:03:14,https://twitter.com/ravenandnicole/status/1601699391168921600,aktibista npa since:2016-01-01 until:2022-12-31,@ravenandnicole,Rev,"production planning supervisor... loves reading and watching movies... KDrama fanatic... BBM solid supporter, daughter of Marcos loyalists.",Identified,2013-06-01,1671,2045,"@KUglyton The question is, is their a brighter & more patriotic future for them now? Hoping the image of UP will be better. Madaming mga magulang n nangangamba dahil s mga kumunistang yan, nagrerecruit ng mga estudyante para maging mga aktibista at NPA. Tuluyan n sanang mawala ang mga yan","The claim that activists from state universities turn to become members of NPA is misleading and has no basis

https://www.altermidya.net/fact-check-up-other-sucs-as-recruitment-agencies-for-cpp-npa-ndf/","Text, Reply",2022-12-11 06:12:00,Emotional,0,0,0,0,False,-0.35025140344172717
59,58-60,30/03/2023 17:03:14,https://twitter.com/AJAYRIAH66/status/1599793421514076160,aktibista npa since:2016-01-01 until:2022-12-31,@AJAYRIAH66,ako mandirigma hmp,maginoo medyo bastos,Anonymous,2021-09-01,1245,1292,@MuySimpatico87 @QueSera53765958 Aktibista ang una sunod NPA. 😎,The claim that activists end up as NPA members is misleading and has no basis,"Text, Reply",2022-12-05 23:12:00,Emotional,4,0,1,0,False,0.23902950931259934
60,58-61,30/03/2023 17:03:14,https://twitter.com/cute_squall10/status/1596285286907973632,aktibista npa since:2016-01-01 until:2022-12-31,@cute_squall10,meow,no1knows....,Anonymous,2010-07-01,99,10,@FairyFufufu @MacLopez769 baka kasi nung subject ay history... nahikayat ng aktibista/NPA kaya ayun tumalino kuno,The claim that puts together activist and NPA supporters side-by-side as one and the same is misleading and has no basis,"Text, Reply",2022-11-26 07:11:00,Emotional,0,0,0,0,False,-0.35025140344172717
61,58-62,30/03/2023 17:03:15,https://twitter.com/RaffyAsis2/status/1594675572835221511,aktibista npa since:2016-01-01 until:2022-12-31,@RaffyAsis2,Raffy Asis,bbm sarah uniteam supporter,Identified,2017-06-01,3780,777,No to npa puksain ang mga npa at aktibista,The claim that activists who are critical of President Marcos Jr are members of NPA is misleading and has no basis,"Text, Reply",2022-11-21 20:11:00,Emotional,0,0,0,0,False,-0.35025140344172717
62,58-63,30/03/2023 17:03:15,https://twitter.com/ANGBAYANKO3/status/1592173465078878208,aktibista npa since:2016-01-01 until:2022-12-31,@ANGBAYANKO3,ANG BAYAN KO,tunay na makabayan ay lumalaban sa mapanlinlang,Anonymous,2022-10-01,45,47,@DuaneAbueva8 Tang ina nyo papatayin nyo kasama nyo tapos ibintang nyo sa gobyerno mga gago kayo yung iba namatay sa encounter kasi aktibista kunwari pero NPA pala tang ina kayo,The claim that NPA members are disguising themselves as activists has no basis,"Text, Reply",2022-11-14 23:11:00,Emotional,0,0,0,0,False,-0.35025140344172717
63,58-64,30/03/2023 17:03:15,https://twitter.com/andrie_0326/status/1589960897203941376,aktibista npa since:2016-01-01 until:2022-12-31,@andrie_0326,andrie,May Paninindigan. Di umaatras pag kakamfuta ang kalaban.,Identified,2019-05-01,113,86,Anong storya ng buhay na puede mong ipagmamalaki? Ang pagiging aktibista? Ang pagiging membro ng CPP NPA NDF na Teroristang Grupo. Ang taas ng tingin sa sarili ni Ateng. Anong kayang nakain nito sa kampo ng NPA?,The claim that activists from progressive organizations are members of NPA has no basis,"Text, Reply",2022-11-08 20:11:00,Emotional,1,1,0,0,False,-0.20293117525314552
64,58-65,30/03/2023 17:03:15,https://twitter.com/Pepe21855368/status/1589139176074592256,aktibista npa since:2016-01-01 until:2022-12-31,@Pepe21855368,Fernando,None,Anonymous,2019-09-01,885,260,@Chilllzzzzzz @SaltAndReality Mismo dating pangulo Duterte sinabi nya tulad mo mga aktibista kasama ng mga NPA. tignan mo noong nagdeliver ng mga relief goods ang DSWD tinambangan ng NPA pagkain para sa taong nadslanta ng bagyong paeng. Mga demonyo sakla nman,The claim that activists are members of NPA has no basis,"Text, Reply",2022-11-06 14:11:00,Emotional,0,2,0,0,False,-0.35025140344172717
65,58-66,30/03/2023 17:03:15,https://twitter.com/iamshanwein/status/1587087154521378816,aktibista npa since:2016-01-01 until:2022-12-31,@iamshanwein,I Am Shanwein,"A vlogger, photographer and ... nothing follows 😎",Identified,2012-02-01,643,1537,"so I heard that 90% of the victims of Martial Law are activists. 

a.k.a soon to be NPA

you should watch Katips, yon and kwento noon. From aktibista to NPA.",The claim that activists end up as NPA members is misleading and has no basis,"Text, Reply",2022-10-31 22:10:00,Rational,2,0,0,0,False,-0.05561094706456391
66,58-67,30/03/2023 17:03:15,https://twitter.com/bea_ron/status/1586218668433604608,aktibista npa since:2016-01-01 until:2022-12-31,@bea_ron,Bea ron,"BBMSARA SUPPORTER
CALL CENTER AGENT
Ambivert
4Th ACCOUNT MADE COZ OF CANCEL CULTURE
WE WILL PROTECT OUR NATION",Identified,2022-03-01,865,499,"SI Rissa HONTIVIRUS PORKE NK INGLES AQL ME LAMAN ANG CONTEXT NG ISSUE 
NIYA SO MAGAAKLAS ANG MGA AKTIBISTA PARA HIKAYATIN MAG NPA 
NAWALAN NG DISIPLINA AT BUMABA ANG MORAL NG KARAMIHANG ISKOLAR NG BAYAN 
HUWAG BALUKTUTIN KUNDI ITAMA 
BAKA MANAGOT KA HONTIVIRUS https://t.co/MDxh8waPFG",The claim that activists are recruiters for NPA is misleading and has no basis.,"Text, Reply, Image",2022-05-12 00:05:00,Emotional,0,0,0,0,False,-0.35025140344172717
